document_id,document_name,version,pointer,num_responses,%failed,%giveup,%trigger_goto,%failed1,failed1_response,%failed2,failed2_response,%failed3,failed3_response,course
10828,Rules of Arithmetic,12,body20DragDropMathjax,4008,32,0,1,8.0,"[""0: 5"",""1: 4"",""2: 2"",""3: 3"",""4: 0"",""5: 6"",""6: 1""]",4.0,"[""0: 5"",""1: 3"",""2: 0"",""3: 2"",""4: 4"",""5: 6"",""6: 1""]",4.0,"[""0: 5"",""1: 3"",""2: 2"",""3: 0"",""4: 4"",""5: 6"",""6: 1""]",Algebra A
10828,Rules of Arithmetic,12,body21DragDropMathjax,1056,14,54,0,5.0,"[""0: 1"",""1: 2"",""2: 0"",""3: 3""]",3.0,"[""0: 2"",""1: 3"",""2: 0"",""3: 1""]",1.0,"[""0: 0"",""1: 1"",""2: 2"",""3: 3""]",Algebra A
10828,Rules of Arithmetic,12,body22MultiAnswerProblem,4257,29,0,0,13.0,[3],10.0,[1],6.0,[0],Algebra A
10828,Rules of Arithmetic,12,body2body2MultiAnswerProblem,7389,44,0,0,18.0,[0],16.0,[1],10.0,[3],Algebra A
10828,Rules of Arithmetic,12,body4ShortAnswerProblem,3945,16,7,0,3.0,"""-33""",3.0,"""22""",2.0,"""-23""",Algebra A
10828,Rules of Arithmetic,12,body5ShortAnswerProblem,3936,9,2,0,4.0,"""32""",1.0,"""-12""",0.0,"""-20""",Algebra A
10828,Rules of Arithmetic,12,body6ColumnConnection,6279,47,1,0,42.0,"""[[0,7]]""",2.0,"""[[0,4],[1,7],[2,6],[3,5]]""",1.0,"""[[0,7],[1,4],[2,5],[3,6]]""",Algebra A
10828,Rules of Arithmetic,12,body6ColumnConnectiontrigger1MultiAnswerProblem,2793,99,0,1,65.0,[0],34.0,[1],0.0,,Algebra A
10828,Rules of Arithmetic,12,body7DragDropMathjax,7449,48,6,0,12.0,"[""0: 0"",""1: 2"",""2: 1""]",12.0,"[""0: 2"",""1: 1"",""2: 0""]",11.0,"[""0: 0"",""1: 1"",""2: 2""]",Algebra A
10828,Rules of Arithmetic,12,body8MultiAnswerProblem,3963,21,0,0,17.0,[3],2.0,[1],2.0,[0],Algebra A
10828,Rules of Arithmetic,12,body9MultiAnswerProblem,4827,28,0,1,17.0,[2],12.0,[0],0.0,,Algebra A
10859,Distribution,23,body0body1MultiAnswerProblem,2397,100,0,0,59.0,[0],28.0,[1],13.0,[2],Algebra A
10859,Distribution,23,body10ShortAnswerProblem,6198,49,10,0,5.0,"""8k-6k""",3.0,"""7k*k-6k""",3.0,"""2k""",Algebra A
10859,Distribution,23,body13ShortAnswerProblem,2772,25,0,75,3.0,"""5""",3.0,"""5-u+v""",2.0,"""5+u+v""",Algebra A
10859,Distribution,23,body16ShortAnswerProblem,1131,39,38,1,3.0,"""5-u+v""",3.0,"""5""",1.0,"""-5+u+v""",Algebra A
10859,Distribution,23,body16ShortAnswerProblemoptions1trigger1ShortAnswerProblem,15,40,20,40,20.0,"""-1(-5-u+v""",20.0,"""-1(-5-u+v)""",0.0,,Algebra A
10859,Distribution,23,body19ShortAnswerProblem,6411,50,16,0,5.0,"""-y+3""",3.0,"""-y-3""",2.0,"""y-8-2y-11""",Algebra A
10859,Distribution,23,body1MultiAnswerProblem,5829,100,0,0,70.0,[1],30.0,[0],0.0,,Algebra A
10859,Distribution,23,body22ShortAnswerProblem,6606,53,14,0,3.0,"""-6-12x""",2.0,"""34-2x""",2.0,"""18-12x""",Algebra A
10859,Distribution,23,body25ShortAnswerProblem,1974,23,0,77,6.0,"""2r+1""",2.0,"""3r+1/3""",1.0,"""18r+3""",Algebra A
10859,Distribution,23,body27ShortAnswerProblem,1905,38,30,0,2.0,"""18r+3""",2.0,"""2r+1""",1.0,"""2r + 1""",Algebra A
10859,Distribution,23,body2MathjaxBlank,3207,15,4,1,2.0,"[""a"",""bc""]",1.0,"[""ab"",""c""]",1.0,"[""ab"",""bc""]",Algebra A
10859,Distribution,23,body30MultiAnswerProblem,4128,33,0,1,17.0,[2],15.0,[0],0.0,[1],Algebra A
10859,Distribution,23,body32body2MultiAnswerProblem,2358,100,0,0,54.0,[1],46.0,[0],0.0,,Algebra A
10859,Distribution,23,body33ShortAnswerProblem,6990,100,0,0,16.0,"""1""",13.0,"""2""",9.0,"""3""",Algebra A
10859,Distribution,23,body35MathjaxBlank,7191,61,15,0,7.0,"[""1""]",6.0,"[""0""]",5.0,"[""2""]",Algebra A
10859,Distribution,23,body5ShortAnswerProblem,3237,17,3,0,2.0,"""3*b+3*4""",1.0,"""3*b + 3*4""",1.0,"""3b+3*4""",Algebra A
10859,Distribution,23,body7ShortAnswerProblem,2805,8,2,0,1.0,"""80+8c""",0.0,"""80-c""",0.0,"""80=8c""",Algebra A
10859,Distribution,23,body8body1MultiAnswerProblem,2397,100,0,0,65.0,[0],35.0,[1],0.0,,Algebra A
10861,Evaluating and Simplifying Expressions,28,body0body3MultiAnswerProblem,2535,100,0,0,54.0,[1],29.0,[0],18.0,[2],Algebra A
10861,Evaluating and Simplifying Expressions,28,body11ShortAnswerProblem,5934,41,5,54,8.0,"""-6""",7.0,"""2""",6.0,"""6""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body12ShortAnswerProblem,4488,28,6,66,8.0,"""7""",5.0,"""-1""",2.0,"""12""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body14MultiAnswerProblem,3465,20,3,0,2.0,"[0,3,4]",2.0,"[1,3,4]",2.0,"[0,1,2]",Algebra A
10861,Evaluating and Simplifying Expressions,28,body15ShortAnswerProblem,2538,9,0,91,1.0,"""17""",1.0,"""(8+9)p""",1.0,"""p(8+9)""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body15ShortAnswerProblemhints0trigger1ShortAnswerProblem,777,41,17,42,10.0,"""17""",3.0,"""(8+9)p""",2.0,"""15""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body16ShortAnswerProblem,4890,33,13,2,2.0,"""12s^2-4""",2.0,"""96s-4""",1.0,"""4""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body17ShortAnswerProblem,7230,44,12,0,4.0,"""24x^12""",3.0,"""24x^2""",2.0,"""24x^6""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body18ShortAnswerProblem,4122,26,11,0,2.0,"""7^5""",1.0,"""18r^5""",1.0,"""7r^11""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body19ShortAnswerProblem,5901,42,17,0,6.0,"""3c^12""",5.0,"""9c^6""",2.0,"""3c^10""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body1MultiAnswerProblem,2508,100,0,0,47.0,[1],31.0,[0],22.0,[2],Algebra A
10861,Evaluating and Simplifying Expressions,28,body20ShortAnswerProblem,3087,64,0,0,11.0,"""27""",4.0,"""3""",2.0,"""2^3""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body22ShortAnswerProblem,6303,62,24,14,14.0,"""6x^16""",4.0,"""2x^16""",3.0,"""16x^16""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body23ShortAnswerProblem,2481,29,14,0,3.0,"""6x^10""",1.0,"""5x^7""",1.0,"""6c^7""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body24ShortAnswerProblem,2322,27,11,0,1.0,"""8x^11""",1.0,"""0""",1.0,"""8^9""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body25ShortAnswerProblem,3246,44,20,0,11.0,"""8x^3""",2.0,"""2x^9""",2.0,"""2x^2""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body26ShortAnswerProblem,2652,36,9,0,13.0,"""216""",5.0,"""18""",3.0,"""6^3""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body3MultiAnswerProblem,16194,66,3,0,8.0,"[1,4,6]",7.0,"[4,6]",5.0,"[0,1,4,6]",Algebra A
10861,Evaluating and Simplifying Expressions,28,body5MultiAnswerProblem,6570,34,1,0,15.0,"[1,3,4,5]",4.0,[3],2.0,"[1,3]",Algebra A
10861,Evaluating and Simplifying Expressions,28,body7ColumnConnection,4698,29,17,53,4.0,"""[[0,7],[1,6],[2,4],[3,5]]""",3.0,"""[[0,5],[1,7],[2,4],[3,6]]""",3.0,"""[[0,7],[1,4],[2,5],[3,6]]""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body7ColumnConnectiongive-up-trigger1ColumnConnection,474,0,0,0,0.0,,0.0,,0.0,,Algebra A
10861,Evaluating and Simplifying Expressions,28,body9ShortAnswerProblem,3147,9,1,90,3.0,"""16""",2.0,"""12""",1.0,"""22""",Algebra A
10861,Evaluating and Simplifying Expressions,28,body9ShortAnswerProblemhints0trigger0MultiAnswerProblem,102,47,0,0,32.0,[2],15.0,[3],0.0,,Algebra A
10869,Exponent Rules,10,body10MathjaxBlank,3282,13,4,0,2.0,"[""xxy""]",2.0,"[""x.y""]",2.0,"[""x+y""]",Algebra A
10869,Exponent Rules,10,body13MathjaxBlank,3618,17,1,0,9.0,"[""8""]",3.0,"[""3*5""]",1.0,"[""3+5""]",Algebra A
10869,Exponent Rules,10,body14MathjaxBlank,2907,6,2,1,2.0,"[""a+b""]",1.0,"[""axb""]",1.0,"[""a⋅b""]",Algebra A
10869,Exponent Rules,10,body15MathjaxBlank,4338,26,8,1,5.0,"[""2.5""]",4.0,"[""5/2""]",3.0,"[""10/4""]",Algebra A
10869,Exponent Rules,10,body16MathjaxBlank,3189,10,4,1,3.0,"[""x/y""]",1.0,"[""xy""]",1.0,"[""x=y""]",Algebra A
10869,Exponent Rules,10,body18MathjaxBlank,6003,43,6,0,13.0,"[""1"",""1""]",11.0,"[""0"",""0""]",8.0,"[""1"",""5""]",Algebra A
10869,Exponent Rules,10,body19MathjaxBlank,2865,4,3,0,4.0,"[""0""]",0.0,"[""5""]",0.0,"["" ""]",Algebra A
10869,Exponent Rules,10,body21MathjaxBlank,3972,24,14,0,7.0,"[""-3"",""-3""]",6.0,"[""3"",""3""]",2.0,"[""3"",""-3""]",Algebra A
10869,Exponent Rules,10,body22MathjaxBlank,3027,7,5,0,3.0,"[""-x""]",1.0,"[""z""]",1.0,"[""1""]",Algebra A
10869,Exponent Rules,10,body23ShortAnswerProblem,5448,73,0,0,4.0,"""27/125""",3.0,"""5/3""",3.0,"""-27/125""",Algebra A
10869,Exponent Rules,10,body24MathjaxBlank,2712,39,33,1,7.0,"[""3"",""3""]",6.0,"[""-3"",""3""]",3.0,"[""1"",""-3""]",Algebra A
10869,Exponent Rules,10,body25ShortAnswerProblem,4734,60,31,0,2.0,"""1/3375""",2.0,"""1""",2.0,"""125/9""",Algebra A
10869,Exponent Rules,10,body4MathjaxBlank,3375,16,3,1,4.0,"[""big number"",""exponent""]",3.0,"[""big number"",""little number""]",2.0,"[""skillet"",""hood""]",Algebra A
10869,Exponent Rules,10,body5MathjaxBlank,2751,2,1,1,1.0,"[""3""]",0.0,"[""2""]",0.0,"[""8""]",Algebra A
10869,Exponent Rules,10,body6MathjaxBlank,3168,9,1,1,5.0,"[""12""]",1.0,"[""9""]",1.0,"[""5""]",Algebra A
10869,Exponent Rules,10,body7MathjaxBlank,4872,33,6,0,13.0,"[""xy""]",3.0,"[""Y*c""]",2.0,"[""2""]",Algebra A
10869,Exponent Rules,10,body9MathjaxBlank,3504,13,2,0,8.0,"[""5""]",2.0,"[""8""]",1.0,"[""4""]",Algebra A
10907,Radicals,20,body10ShortAnswerProblem,4452,52,0,48,7.0,"""1.5""",6.0,"""2""",5.0,"""1.8""",Algebra A
10907,Radicals,20,body11MathjaxBlank,2973,44,27,0,9.0,"[""2"",""4""]",4.0,"[""2"",""3""]",3.0,"[""1"",""4""]",Algebra A
10907,Radicals,20,body13MultiAnswerProblem,1827,14,0,0,14.0,[0],0.0,,0.0,,Algebra A
10907,Radicals,20,body16MultiAnswerProblem,3660,56,0,0,20.0,[3],17.0,[1],15.0,[4],Algebra A
10907,Radicals,20,body18ShortAnswerProblem,2964,44,15,0,14.0,"""..""",10.0,"""1.8""",3.0,"""2""",Algebra A
10907,Radicals,20,body1ShortAnswerProblem,21105,75,1,0,7.0,"""1""",5.0,"""2""",5.0,"""3""",Algebra A
10907,Radicals,20,body21ShortAnswerProblem,3582,52,0,48,2.0,"""sqrt2""",2.0,"""1""",2.0,"""2""",Algebra A
10907,Radicals,20,body22body1MathjaxBlank,3204,37,37,0,23.0,"[""25"",""9""]",3.0,"[""50"",""18""]",1.0,"[""5"",""9""]",Algebra A
10907,Radicals,20,body23body1ShortAnswerProblem,2133,24,37,0,6.0,"""2""",2.0,"""1""",1.0,"""1.4""",Algebra A
10907,Radicals,20,body25MathjaxBlank,4026,30,12,1,7.0,"[""0""]",7.0,"[""-1""]",6.0,"[""1""]",Algebra A
10907,Radicals,20,body28MathjaxBlank,3627,24,9,0,10.0,"[""3""]",3.0,"[""1""]",3.0,"[""-3""]",Algebra A
10907,Radicals,20,body29ShortAnswerProblem,4524,29,14,0,9.0,""".""",6.0,"""32^1/5""",2.0,"""6.4""",Algebra A
10907,Radicals,20,body31ShortAnswerProblem,3909,20,23,0,2.0,"""1/5""",2.0,"""6 1/5""",1.0,"""6""",Algebra A
10907,Radicals,20,body33MathjaxBlank,7158,51,23,0,7.0,"[""3"",""6""]",6.0,"[""2"",""27""]",3.0,"[""1"",""54""]",Algebra A
10907,Radicals,20,body35MultiAnswerProblem,2433,0,0,0,0.0,,0.0,,0.0,,Algebra A
10907,Radicals,20,body36MultiAnswerProblem,3690,26,0,0,14.0,[0],12.0,[2],0.0,,Algebra A
10907,Radicals,20,body3ShortAnswerProblem,3417,16,1,0,7.0,"""25""",3.0,"""5""",1.0,"""5{5}""",Algebra A
10907,Radicals,20,body40HundredsChart,6729,51,18,0,7.0,"[0,1,2,3]",7.0,"[6,8,9,10]",4.0,"[0,1,2,6]",Algebra A
10907,Radicals,20,body42HundredsChart,2406,0,0,0,0.0,,0.0,,0.0,,Algebra A
10907,Radicals,20,body5MultiAnswerProblem,2538,62,0,0,52.0,[0],10.0,[1],0.0,,Algebra A
10907,Radicals,20,body6ShortAnswerProblem,5304,27,16,0,12.0,"""1""",1.0,"""infinite""",1.0,"""a""",Algebra A
10907,Radicals,20,body7body1MultiAnswerProblem,2571,0,0,1,0.0,,0.0,,0.0,,Algebra A
10907,Radicals,20,body7body3MultiAnswerProblem,2568,49,0,0,46.0,[2],3.0,[1],0.0,,Algebra A
10945,Fractional Exponents,11,body0body2MultiAnswerProblem,2580,100,0,0,67.0,[0],33.0,[1],0.0,,Algebra A
10945,Fractional Exponents,11,body10MultiAnswerProblem,2544,100,0,0,56.0,[1],44.0,[0],0.0,,Algebra A
10945,Fractional Exponents,11,body11ShortAnswerProblem,3141,17,0,0,2.0,"""7/25""",1.0,"""35/25""",1.0,"""9/5""",Algebra A
10945,Fractional Exponents,11,body12MathjaxBlank,303,14,32,0,3.0,"[""7"",""5""]",3.0,"[""7"",""1/2""]",3.0,"[""7"",""1""]",Algebra A
10945,Fractional Exponents,11,body13ShortAnswerProblem,495,33,22,0,4.0,"""5""",4.0,"""1.96""",4.0,"""7""",Algebra A
10945,Fractional Exponents,11,body15ShortAnswerProblem,3171,15,0,0,3.0,"""8""",1.0,"""2""",1.0,"""24""",Algebra A
10945,Fractional Exponents,11,body16ShortAnswerProblem,267,34,28,0,4.0,"""8""",4.0,"""2""",3.0,"""5""",Algebra A
10945,Fractional Exponents,11,body17ShortAnswerProblem,222,26,16,0,3.0,"""64/3""",3.0,"""16""",3.0,"""53""",Algebra A
10945,Fractional Exponents,11,body18MultiAnswerProblem,4017,22,0,0,17.0,[2],5.0,[0],0.0,,Algebra A
10945,Fractional Exponents,11,body19MultiAnswerProblem,2526,11,0,89,11.0,[0],0.0,,0.0,,Algebra A
10945,Fractional Exponents,11,body1ShortAnswerProblem,3939,21,6,0,2.0,"""6642.25""",2.0,"""1""",1.0,"""2""",Algebra A
10945,Fractional Exponents,11,body21MultiAnswerProblem,2529,27,0,73,27.0,[0],0.0,,0.0,,Algebra A
10945,Fractional Exponents,11,body23ShortAnswerProblem,5466,62,0,0,15.0,"""1/10""",10.0,"""1""",5.0,"""-1/10""",Algebra A
10945,Fractional Exponents,11,body24MathjaxBlank,1029,18,13,1,10.0,"[""5""]",2.0,"[""4""]",2.0,"[""10""]",Algebra A
10945,Fractional Exponents,11,body25MathjaxBlank,1668,43,10,0,22.0,"[""1""]",5.0,"[""-6""]",4.0,"[""0""]",Algebra A
10945,Fractional Exponents,11,body26ShortAnswerProblem,1518,39,10,0,9.0,"""1/100""",9.0,"""1/10""",8.0,"""1""",Algebra A
10945,Fractional Exponents,11,body26ShortAnswerProblemtrigger1MultiAnswerProblem,753,100,0,0,74.0,[0],26.0,[1],0.0,,Algebra A
10945,Fractional Exponents,11,body27ShortAnswerProblem,3933,43,0,0,12.0,"""15""",6.0,"""84""",5.0,"""3""",Algebra A
10945,Fractional Exponents,11,body28MathjaxBlank,1461,41,29,0,7.0,"[""5"",""1/4""]",6.0,"[""1"",""1/4""]",6.0,"[""5"",""4""]",Algebra A
10945,Fractional Exponents,11,body29ShortAnswerProblem,1422,39,15,0,6.0,"""3""",3.0,"""15""",3.0,"""20.25""",Algebra A
10945,Fractional Exponents,11,body2ShortAnswerProblem,4869,30,4,0,12.0,"""40.5""",3.0,"""40 1/2""",1.0,"""1/81""",Algebra A
10945,Fractional Exponents,11,body2ShortAnswerProblemtrigger1MultiAnswerProblem,2553,100,0,0,76.0,[0],24.0,[1],0.0,,Algebra A
10945,Fractional Exponents,11,body4MultiAnswerProblem,2547,100,0,0,53.0,[0],47.0,[1],0.0,,Algebra A
10945,Fractional Exponents,11,body6MultiAnswerProblem,2550,20,0,80,20.0,[0],0.0,,0.0,,Algebra A
10945,Fractional Exponents,11,body8MultiAnswerProblem,2544,19,0,81,19.0,[0],0.0,,0.0,,Algebra A
10954,Factoring,21,body0body1MultiAnswerProblem,2346,100,0,0,70.0,[0],30.0,[1],0.0,,Algebra A
10954,Factoring,21,body11ShortAnswerProblem,5940,63,0,37,15.0,"""10(a^2-3a)""",3.0,"""10(a^2 - 3a)""",2.0,"""10a(a-3a)""",Algebra A
10954,Factoring,21,body12MultiAnswerProblem,1320,30,0,0,15.0,[1],10.0,[0],4.0,[3],Algebra A
10954,Factoring,21,body13MathjaxBlank,1947,47,24,0,16.0,"[""10a"",""3""]",5.0,"[""10a"",""3a""]",4.0,"[""10"",""3""]",Algebra A
10954,Factoring,21,body14body1MathjaxBlank,870,12,17,2,3.0,"[""a"",""3a""]",2.0,"[""3"",""a""]",2.0,"[""a"",""30a""]",Algebra A
10954,Factoring,21,body17ShortAnswerProblem,5733,47,19,0,3.0,"""6n(n^19+3n^18)""",2.0,"""6(n^20+3n^19)""",2.0,"""6n^19(n+3n)""",Algebra A
10954,Factoring,21,body19body1MultiAnswerProblem,2328,100,0,0,58.0,[0],42.0,[1],0.0,,Algebra A
10954,Factoring,21,body1MultiAnswerProblem,11430,100,0,0,37.0,[3],22.0,[1],21.0,[0],Algebra A
10954,Factoring,21,body20ShortAnswerProblem,4044,70,0,30,6.0,"""n+3(6n^19+11)""",5.0,"""6n^19+11(n+3)""",4.0,"""66n^19(n+3)""",Algebra A
10954,Factoring,21,body21body3MultiAnswerProblem,1959,25,0,0,13.0,[0],12.0,[1],0.0,,Algebra A
10954,Factoring,21,body21body4MultiAnswerProblem,2046,28,0,0,15.0,[1],12.0,[2],0.0,,Algebra A
10954,Factoring,21,body21body4MultiAnswerProblemtrigger1MultiAnswerProblem,2787,38,0,1,28.0,[1],10.0,[0],0.0,,Algebra A
10954,Factoring,21,body24ShortAnswerProblem,4479,37,9,0,9.0,"""x(6/11)""",3.0,"""(6/11)x""",2.0,"""1/5x""",Algebra A
10954,Factoring,21,body26ShortAnswerProblem,3204,36,0,64,4.0,"""25a^3/45""",2.0,"""5a^3/9a""",1.0,"""5^10/9^7""",Algebra A
10954,Factoring,21,body27body1ShortAnswerProblem,684,24,14,0,3.0,"""5/7""",3.0,"""9""",3.0,"""5/8""",Algebra A
10954,Factoring,21,body29ShortAnswerProblem,894,39,20,0,5.0,"""a^3/a""",4.0,"""10/7""",2.0,"""a^3/a^1""",Algebra A
10954,Factoring,21,body31MultiAnswerProblem,750,34,0,1,19.0,[1],14.0,[2],0.0,,Algebra A
10954,Factoring,21,body35ShortAnswerProblem,2328,55,0,45,5.0,"""1""",5.0,"""4""",4.0,"""0""",Algebra A
10954,Factoring,21,body36body0MultiAnswerProblem,2232,33,0,1,17.0,[1],17.0,[2],0.0,,Algebra A
10954,Factoring,21,body36body1MultiAnswerProblem,2031,28,0,0,14.0,[0],14.0,[1],0.0,,Algebra A
10954,Factoring,21,body36body2MultiAnswerProblem,1590,13,0,0,10.0,[2],3.0,[0],0.0,,Algebra A
10954,Factoring,21,body37ShortAnswerProblem,1200,7,0,0,1.0,"""4""",1.0,"""44""",1.0,"""=44""",Algebra A
10954,Factoring,21,body39MultiAnswerProblem,351,32,0,0,16.0,[1],15.0,[0],0.0,,Algebra A
10954,Factoring,21,body3MultiAnswerProblem,5499,41,2,0,17.0,"[2,3]",5.0,[3],4.0,"[0,2,3]",Algebra A
10954,Factoring,21,body4MathjaxBlank,3123,14,3,2,4.0,"[""4"",""3""]",3.0,"[""4x"",""4""]",1.0,"[""4x"",""3x""]",Algebra A
10954,Factoring,21,body5body2MultiAnswerProblem,2352,35,0,1,19.0,[1],16.0,[2],0.0,,Algebra A
10954,Factoring,21,body6MathjaxBlank,3333,18,12,1,10.0,"[""4x"",""24""]",1.0,"[""32x"",""24""]",1.0,"[""4x"",""12""]",Algebra A
10954,Factoring,21,body9ShortAnswerProblem,4767,35,11,0,3.0,"""3""",3.0,"""5-2x""",3.0,"""3(5+2x)""",Algebra A
10985,A Harder Exponent Problem,3,body0body1MultiAnswerProblem,2640,100,0,0,52.0,[0],48.0,[1],0.0,,Algebra A
10985,A Harder Exponent Problem,3,body2MathjaxBlank,4230,52,0,1,8.0,"[""4""]",5.0,"[""12""]",4.0,"[""6""]",Algebra A
10985,A Harder Exponent Problem,3,body3MathjaxBlank,1587,48,9,0,18.0,"[""6""]",9.0,"[""12""]",4.0,"[""3""]",Algebra A
10985,A Harder Exponent Problem,3,body4MathjaxBlank,948,22,7,1,5.0,"[""8""]",5.0,"[""12""]",2.0,"[""32""]",Algebra A
10985,A Harder Exponent Problem,3,body5MathjaxBlank,1152,32,14,1,4.0,"[""5""]",4.0,"[""8""]",2.0,"[""4""]",Algebra A
10985,A Harder Exponent Problem,3,body6MathjaxBlank,1227,38,9,0,8.0,"[""5""]",7.0,"[""12""]",7.0,"[""4""]",Algebra A
10992,Basic Linear Equations,20,body0MultiAnswerProblem,1920,100,0,0,36.0,[2],35.0,[0],28.0,[1],Algebra A
10992,Basic Linear Equations,20,body10body1ShortAnswerProblem,123,32,10,0,10.0,"""1.5""",7.0,"""3.5""",7.0,"""-3.5""",Algebra A
10992,Basic Linear Equations,20,body11MultiAnswerProblem,150,32,0,0,16.0,[2],14.0,[1],2.0,[3],Algebra A
