document_id,document_name,version,pointer,num_responses,%failed,%giveup,%trigger_goto,%failed1,failed1_response,%failed2,failed2_response,%failed3,failed3_response
10325,Introduction to Square Roots,22,body31body2MultiAnswerProblemoptions1trigger0body3MultiAnswerProblemoptions0trigger4ShortAnswerProblem,260,8,8,0,2,"""0""",2,"""1""",2,"""143"""
10325,Introduction to Square Roots,22,body31body2MultiAnswerProblemoptions1trigger0body3MultiAnswerProblemoptions1trigger1ShortAnswerProblem,260,9,8,0,2,"""1289""",2,"""0""",2,"""1600"""
10325,Introduction to Square Roots,22,body31body2MultiAnswerProblemoptions2trigger1ShortAnswerProblem,552,28,15,0,5,"""1296""",3,"""1269""",2,"""1235"""
10325,Introduction to Square Roots,22,body31body2MultiAnswerProblemoptions2trigger3ButtonPrompttrigger1ShortAnswerProblem,392,9,8,0,1,"""12""",1,"""1269""",1,"""9"""
10325,Introduction to Square Roots,22,body31body2MultiAnswerProblemoptions3trigger1ShortAnswerProblem,612,12,15,0,1,"""1""",1,"""1296""",1,"""56"""
10325,Introduction to Square Roots,22,body33ShortAnswerProblem,12064,17,5,0,10,"""169""",0,"""28561""",0,"""14"""
10325,Introduction to Square Roots,22,body35ShortAnswerProblem,9596,3,2,0,1,"""10201""",0,"""11""",0,"""1"""
10325,Introduction to Square Roots,22,body37ShortAnswerProblem,14708,26,4,0,19,"""-8""",1,"""4""",1,"""(-8)"""
10325,Introduction to Square Roots,22,body37ShortAnswerProblemgive-up-trigger0body1MathjaxBlank,552,27,30,0,15,"[""16""]",7,"[""8""]",2,"[""-8""]"
10325,Introduction to Square Roots,22,body37ShortAnswerProblemgive-up-trigger0body4ShortAnswerProblem,420,11,13,0,3,"""64""",1,"""1""",1,"""0"""
10325,Introduction to Square Roots,22,body39MathjaxBlank,12732,22,14,1,7,"[""0""]",4,"[""1""]",1,"[""2""]"
10325,Introduction to Square Roots,22,body42ShortAnswerProblem,10296,7,2,0,3,"""11""",1,"""22""",0,"""14641"""
10325,Introduction to Square Roots,22,body42ShortAnswerProblemgive-up-trigger0body1ShortAnswerProblem,172,19,26,0,2,"""1""",2,"""23""",2,"""2"""
10325,Introduction to Square Roots,22,body42ShortAnswerProblemgive-up-trigger0body3ShortAnswerProblem,212,34,38,0,15,"""22""",2,"""23456""",2,"""11"""
10325,Introduction to Square Roots,22,body44ShortAnswerProblem,9756,5,1,0,2,"""7""",0,"""9""",0,"""40"""
10325,Introduction to Square Roots,22,body46MathjaxBlank,9872,6,4,1,1,"[""15129"",""x^2""]",0,"[""15129"",""x""]",0,"[""15129"",""15129""]"
10325,Introduction to Square Roots,22,body49ShortAnswerProblem,15596,30,3,0,13,"""4""",4,"""16""",1,"""8"""
10325,Introduction to Square Roots,22,body4MultiAnswerProblem,9312,100,0,0,63,[0],37,[1],,
10325,Introduction to Square Roots,22,body51ShortAnswerProblem,17352,38,13,0,6,"""14""",4,"""81""",3,"""3"""
10325,Introduction to Square Roots,22,body7ShortAnswerProblem,12064,15,3,0,4,"""5""",1,"""sqrt(25""",1,"""sprt(25)"""
10325,Introduction to Square Roots,22,body9ShortAnswerProblem,22820,40,9,0,22,"""5""",4,"""-5""",2,"""5,5"""
10337,Percent Word Problems,14,body0MultiAnswerProblem,9572,100,0,0,45,[1],32,[2],23,[0]
10337,Percent Word Problems,14,body11ShortAnswerProblem,17016,43,0,0,13,"""40""",3,"""40%""",2,"""32"""
10337,Percent Word Problems,14,body12MultiAnswerProblem,3092,30,0,1,16,[0],15,[1],,
10337,Percent Word Problems,14,body13ShortAnswerProblem,1988,10,10,0,1,"""3""",1,"""0""",1,"""80"""
10337,Percent Word Problems,14,body14ShortAnswerProblem,3004,33,19,0,5,"""20""",4,"""25""",2,"""15"""
10337,Percent Word Problems,14,body15ShortAnswerProblem,2848,27,17,0,6,"""15""",3,"""14""",2,"""18"""
10337,Percent Word Problems,14,body16ShortAnswerProblem,3548,39,16,0,5,"""40""",2,"""120""",2,"""1/2"""
10337,Percent Word Problems,14,body18ShortAnswerProblem,15040,51,0,0,12,"""1248""",4,"""50""",3,"""30000"""
10337,Percent Word Problems,14,body1ShortAnswerProblem,18136,41,0,0,7,"""25%""",7,"""25""",1,"""1/5"""
10337,Percent Word Problems,14,body20ShortAnswerProblem,6328,56,35,0,12,"""48""",4,"""1248""",3,"""1250"""
10337,Percent Word Problems,14,body21ShortAnswerProblem,1748,32,19,0,3,"""1250""",3,"""48""",2,"""24"""
10337,Percent Word Problems,14,body22ShortAnswerProblem,1392,8,3,0,1,"""1700""",1,"""12500""",1,"""4%"""
10337,Percent Word Problems,14,body24ShortAnswerProblem,2892,24,26,0,1,"""1250""",1,"""48""",1,"""50"""
10337,Percent Word Problems,14,body25ShortAnswerProblem,5240,50,31,0,6,"""1248""",3,"""1152""",2,"""50"""
10337,Percent Word Problems,14,body27ShortAnswerProblem,21900,70,0,0,8,"""11""",7,"""10""",6,"""6"""
10337,Percent Word Problems,14,body28ShortAnswerProblem,5068,28,14,0,3,"""12""",2,"""26""",2,"""14"""
10337,Percent Word Problems,14,body29ShortAnswerProblem,4612,23,10,0,3,"""12""",2,"""20""",2,"""16"""
10337,Percent Word Problems,14,body30MultiAnswerProblem,6408,39,0,1,20,[0],19,[2],,
10337,Percent Word Problems,14,body31ShortAnswerProblem,13820,68,20,0,8,"""7/16""",7,"""14+q/32""",6,"""14/32"""
10337,Percent Word Problems,14,body32MultiAnswerProblem,6384,40,0,0,18,[0],12,[1],10,[3]
10337,Percent Word Problems,14,body33ShortAnswerProblem,11316,64,16,0,5,"""8""",4,"""11""",4,"""7"""
10337,Percent Word Problems,14,body3ShortAnswerProblem,1656,24,23,0,2,"""20%""",2,"""20""",1,"""15"""
10337,Percent Word Problems,14,body4ShortAnswerProblem,2596,41,27,0,7,"""20""",3,"""20%""",2,"""1/4"""
10337,Percent Word Problems,14,body5ShortAnswerProblem,1408,22,7,0,5,"""25""",2,"""15%""",2,"""15"""
10337,Percent Word Problems,14,body6MultiAnswerProblem,9484,100,0,0,45,[0],29,[1],26,[2]
10337,Percent Word Problems,14,body7ShortAnswerProblem,15976,34,0,0,11,"""70""",7,"""8""",2,"""2"""
10337,Percent Word Problems,14,body8ShortAnswerProblem,2300,39,15,0,7,"""20""",5,"""72""",2,"""70"""
10337,Percent Word Problems,14,body9ShortAnswerProblem,2680,51,20,0,21,"""8""",6,"""70""",2,"""78"""
10340,Percent Increase and Decrease,23,body11ShortAnswerProblem,1624,22,1,78,15,"""32""",3,"""10""",1,"""36"""
10340,Percent Increase and Decrease,23,body12ShortAnswerProblem,1120,71,3,26,48,"""30""",7,"""1""",6,"""0"""
10340,Percent Increase and Decrease,23,body13ShortAnswerProblem,336,10,7,83,2,"""0""",2,"""10""",1,"""30"""
10340,Percent Increase and Decrease,23,body15MathjaxBlank,1572,6,2,92,2,"[""40"",""24""]",2,"[""40"",""32""]",1,"[""40"",""10""]"
10340,Percent Increase and Decrease,23,body16MathjaxBlank,116,24,10,66,10,"[""40"",""6""]",7,"[""40"",""24""]",7,"[""40"",""32""]"
10340,Percent Increase and Decrease,23,body17MathjaxBlank,8,0,0,100,,,,,,
10340,Percent Increase and Decrease,23,body19MultiAnswerProblem,1532,100,0,0,39,[1],36,[0],21,[3]
10340,Percent Increase and Decrease,23,body22ShortAnswerProblem,1624,37,0,63,4,"""5""",3,"""5%""",3,"""0.2"""
10340,Percent Increase and Decrease,23,body23ShortAnswerProblem,1104,26,6,68,6,"""2,200""",5,"""2200""",4,"""2000"""
10340,Percent Increase and Decrease,23,body24MultiAnswerProblem,1460,38,0,1,21,[4],9,[0],6,[1]
10340,Percent Increase and Decrease,23,body25ShortAnswerProblem,1660,43,14,43,10,"""5""",3,"""5%""",3,"""2"""
10340,Percent Increase and Decrease,23,body27MathjaxBlank,2004,27,13,60,12,"[""2400"",""20"",""20""]",2,"[""240"",""20"",""120""]",2,"[""2,40"",""20"",""20""]"
10340,Percent Increase and Decrease,23,body28MathjaxBlank,552,12,12,76,5,"[""20""]",3,"[""80""]",1,"[""100""]"
10340,Percent Increase and Decrease,23,body30ShortAnswerProblem,2316,59,4,37,39,"""15""",5,"""8""",2,"""1500"""
10340,Percent Increase and Decrease,23,body31ShortAnswerProblem,176,43,34,23,11,"""1500""",11,"""0""",5,"""1500%"""
10340,Percent Increase and Decrease,23,body32ShortAnswerProblem,1444,27,7,66,5,"""8""",5,"""45""",2,"""0"""
10340,Percent Increase and Decrease,23,body34MultiAnswerProblem,1544,16,0,84,16,[0],,,,
10340,Percent Increase and Decrease,23,body36MathjaxBlank,2788,32,18,50,8,"[""500""]",7,"[""100""]",4,"[""5""]"
10340,Percent Increase and Decrease,23,body37MathjaxBlank,2368,25,11,64,7,"[""50""]",4,"[""30""]",2,"[""35""]"
10340,Percent Increase and Decrease,23,body38MathjaxBlank,2476,26,8,66,4,"[""125""]",4,"[""-25""]",4,"[""-75""]"
10340,Percent Increase and Decrease,23,body39MathjaxBlank,1980,15,7,78,3,"[""350""]",2,"[""50""]",1,"[""25""]"
10340,Percent Increase and Decrease,23,body3MultiAnswerProblem,1556,100,0,0,66,[0],24,[1],10,[2]
10340,Percent Increase and Decrease,23,body42MathjaxBlank,2328,28,16,56,8,"[""131"",""more""]",5,"[""31"",""less""]",4,"[""131"",""less""]"
10340,Percent Increase and Decrease,23,body43MultiAnswerProblem,292,14,0,1,14,[1],,,,
10340,Percent Increase and Decrease,23,body44MathjaxBlank,528,21,43,36,9,"[""131""]",5,"[""100""]",2,"[""231""]"
10340,Percent Increase and Decrease,23,body45MathjaxBlank,3884,45,31,24,11,"[""x"",""35"",""less""]",8,"[""x"",""35"",""more""]",4,"[""1"",""35"",""less""]"
10340,Percent Increase and Decrease,23,body46ShortAnswerProblem,3956,49,23,28,5,"""121/220""",4,"""55""",3,"""21/220"""
10340,Percent Increase and Decrease,23,body47MathjaxBlank,944,22,26,51,6,"[""42""]",5,"[""21""]",3,"[""79""]"
10340,Percent Increase and Decrease,23,body48MathjaxBlank,748,9,14,1,2,"[""121"",""10""]",2,"[""5"",""11""]",1,"[""605"",""0""]"
10340,Percent Increase and Decrease,23,body49ShortAnswerProblem,1584,49,13,38,10,"""605/1100""",7,"""121/220""",3,"""11/2"""
10340,Percent Increase and Decrease,23,body55MultiAnswerProblem,1484,18,0,1,9,[1],9,[2],,
10340,Percent Increase and Decrease,23,body57MultiAnswerProblem,1480,33,0,0,29,[0],5,[1],,
10340,Percent Increase and Decrease,23,body59MultiAnswerProblem,1480,21,0,1,12,[1],9,[2],,
10340,Percent Increase and Decrease,23,body5ShortAnswerProblem,1828,13,2,85,4,"""8""",2,"""7""",1,"""40"""
10340,Percent Increase and Decrease,23,body6ShortAnswerProblem,36,22,22,56,11,"""23""",11,"""0""",,
10340,Percent Increase and Decrease,23,body7ShortAnswerProblem,100,32,28,40,20,"""0""",4,"""16""",4,"""34"""
10341,Solutions,11,body11MathjaxBlank,4852,7,15,0,3,"[""40"",""60""]",0,"[""60"",""40""]",0,"[""24"",""16""]"
10341,Solutions,11,body12MultiAnswerProblem,8680,33,0,1,19,[1],14,[0],,
10341,Solutions,11,body13ShortAnswerProblem,5960,17,8,0,3,"""60""",2,"""24""",1,"""0"""
10341,Solutions,11,body14MathjaxBlank,11076,43,17,0,6,"[""30"",""10""]",5,"[""36"",""24""]",4,"[""20"",""20""]"
10341,Solutions,11,body15MathjaxBlank,9872,42,21,0,6,"[""36"",""24"",""60""]",3,"[""24"",""16"",""40""]",3,"[""24"",""24"",""40""]"
10341,Solutions,11,body16ShortAnswerProblem,7980,33,16,0,6,"""24""",3,"""48""",3,"""24%"""
10341,Solutions,11,body17MultiAnswerProblem,8536,100,0,0,54,[1],25,[2],21,[0]
10341,Solutions,11,body18ShortAnswerProblem,22216,52,14,0,2,"""2%""",2,"""2""",2,"""10"""
10341,Solutions,11,body1MultiAnswerProblem,8928,100,0,0,42,[0],38,[3],12,[2]
10341,Solutions,11,body20body1MultiAnswerProblem,3432,25,0,42,25,[0],,,,
10341,Solutions,11,body20body2MathjaxBlank,948,6,17,0,1,"[""80"",""20""]",1,"[""20"",""80""]",1,"[""81"",""1""]"
10341,Solutions,11,body22MathjaxBlank,4108,36,34,0,6,"[""18"",""2"",""20""]",3,"[""18"",""2"",""80""]",2,"[""90"",""10"",""80""]"
10341,Solutions,11,body23MathjaxBlank,3296,28,35,0,4,"[""144"",""16"",""160""]",3,"[""18"",""2"",""20""]",1,"[""162"",""18"",""180""]"
10341,Solutions,11,body24ShortAnswerProblem,5728,53,20,0,4,"""20""",4,"""8""",4,"""2%"""
10341,Solutions,11,body25body0MultiAnswerProblem,8288,100,0,0,54,[1],45,[0],,
10341,Solutions,11,body26ShortAnswerProblem,16396,42,16,0,2,"""10""",1,"""88%""",1,"""87"""
10341,Solutions,11,body28MultiAnswerProblem,3500,36,0,1,19,[2],17,[0],,
10341,Solutions,11,body29MathjaxBlank,2628,20,34,0,3,"[""75"",""15"",""10"",""200""]",2,"[""75"",""15"",""10"",""100""]",2,"[""75%"",""15%"",""10%"",""200""]"
10341,Solutions,11,body2MultiAnswerProblem,8916,100,0,0,55,[0],45,[1],,
10341,Solutions,11,body30MathjaxBlank,3872,38,32,0,5,"[""150"",""6"",""26"",""182""]",5,"[""150"",""30"",""14"",""194""]",2,"[""150"",""30"",""20"",""200""]"
10341,Solutions,11,body31MathjaxBlank,2784,23,27,0,5,"[""154"",""24"",""26"",""200""]",4,"[""154"",""24"",""26"",""204""]",2,"[""150"",""24"",""26"",""200""]"
10341,Solutions,11,body32ShortAnswerProblem,3424,36,23,0,4,"""180""",3,"""10""",1,"""80"""
10341,Solutions,11,body4body1MultiAnswerProblem,8940,100,0,0,58,[0],42,[1],,
10341,Solutions,11,body5ShortAnswerProblem,19344,73,0,0,5,"""24""",4,"""24%""",3,"""40"""
10341,Solutions,11,body5ShortAnswerProblemoptions3trigger1MultiAnswerProblem,468,26,0,74,26,[1],,,,
10341,Solutions,11,body9MultiAnswerProblem,16552,56,0,0,22,[1],19,[0],14,[2]
10342,Non-integer Square  Roots,16,body11MultiAnswerProblem,26584,52,0,0,20,[3],14,[2],12,[1]
10342,Non-integer Square  Roots,16,body13ShortAnswerProblem,20716,43,4,0,13,"""1.5""",5,"""2""",3,"""1"""
10342,Non-integer Square  Roots,16,body15ShortAnswerProblem,15780,31,9,0,3,"""2""",3,"""4""",3,"""5"""
10342,Non-integer Square  Roots,16,body17ShortAnswerProblem,26728,77,0,0,8,"""1""",8,"""2""",7,"""3"""
10342,Non-integer Square  Roots,16,body19MathjaxBlank,10664,50,27,0,10,"[""10""]",7,"[""11""]",4,"[""3""]"
10342,Non-integer Square  Roots,16,body1MultiAnswerProblem,11696,13,0,0,9,[1],4,[2],,
10342,Non-integer Square  Roots,16,body21MathjaxBlank,6344,27,21,1,6,"[""110""]",3,"[""100""]",2,"[""11""]"
10342,Non-integer Square  Roots,16,body23ShortAnswerProblem,15156,63,15,0,14,"""21""",5,"""19""",4,"""0"""
10342,Non-integer Square  Roots,16,body24body4MultiAnswerProblem,9072,100,0,0,44,[2],29,[1],28,[0]
10342,Non-integer Square  Roots,16,body25ShortAnswerProblem,14468,48,0,0,8,"""5""",5,"""6""",5,"""48"""
10342,Non-integer Square  Roots,16,body27MathjaxBlank,3392,25,42,0,3,"[""7"",""9"",""16"",""18""]",2,"[""4"",""9"",""16"",""25""]",2,"[""3"",""4"",""4"",""5""]"
10342,Non-integer Square  Roots,16,body28body3MultiAnswerProblem,9960,69,8,0,16,[2],9,[1],8,[3]
10342,Non-integer Square  Roots,16,body29body2MultiAnswerProblem,3808,32,0,1,18,[1],14,[0],,
10342,Non-integer Square  Roots,16,body30MultiAnswerProblem,3096,18,0,0,18,[0],,,,
10342,Non-integer Square  Roots,16,body32MathjaxBlank,5132,47,18,0,13,"[""$4$"",""$5$""]",11,"[""$4.5$"",""$5$""]",3,"[""$3.5$"",""$4$""]"
10342,Non-integer Square  Roots,16,body33body3ShortAnswerProblem,6440,56,15,0,10,"""4""",6,"""5""",5,"""3"""
10342,Non-integer Square  Roots,16,body3MultiAnswerProblem,12492,15,0,0,15,[1],0,[0],,
10342,Non-integer Square  Roots,16,body6MathjaxBlank,22156,42,18,0,12,"[""1"",""3""]",5,"[""1"",""4""]",4,"[""0"",""1""]"
10342,Non-integer Square  Roots,16,body8MultiAnswerProblem,10996,9,0,0,9,[1],0,[0],,
10352,Simplifying Square Roots,13,body0MultiAnswerProblem,7652,100,0,0,82,[0],18,[1],,
10352,Simplifying Square Roots,13,body10ShortAnswerProblem,24460,56,17,0,2,"""10sqrt28""",2,"""10sqrt(28)""",1,"""4"""
10352,Simplifying Square Roots,13,body11MultiAnswerProblem,19660,44,0,0,27,[0],11,[3],6,[1]
10352,Simplifying Square Roots,13,body13ShortAnswerProblem,2200,96,0,0,4,"""10sqrt(21)""",3,"""10sqrt21""",2,"""30sqrt7"""
10352,Simplifying Square Roots,13,body14ShortAnswerProblem,19160,48,18,0,7,"""x^4""",2,"""x""",1,"""4"""
10352,Simplifying Square Roots,13,body15ShortAnswerProblem,19764,50,22,0,8,"""36x^18""",4,"""6x^6""",2,"""18x^18"""
10352,Simplifying Square Roots,13,body16MathjaxBlank,6740,46,16,0,21,"[""6""]",5,"[""12""]",3,"[""36""]"
10352,Simplifying Square Roots,13,body17MultiAnswerProblem,7436,100,0,0,64,[0],36,[1],,
10352,Simplifying Square Roots,13,body19body2MultiAnswerProblem,7460,100,0,0,64,[0],36,[1],,
10352,Simplifying Square Roots,13,body20MultiAnswerProblem,7432,19,0,81,16,[1],3,[2],,
10352,Simplifying Square Roots,13,body22MultiAnswerProblem,7416,27,0,73,21,[0],6,[2],,
10352,Simplifying Square Roots,13,body24MultiAnswerProblem,7392,44,0,56,26,[1],18,[2],,
10352,Simplifying Square Roots,13,body26MultiAnswerProblem,7376,45,0,55,38,[1],7,[0],0,[2]
10352,Simplifying Square Roots,13,body27body3MultiAnswerProblem,7360,100,0,0,65,[0],35,[1],,
10352,Simplifying Square Roots,13,body28MultiAnswerProblem,7368,51,0,49,27,[0],24,[1],,
10352,Simplifying Square Roots,13,body29body4MultiAnswerProblem,7352,100,0,0,53,[0],47,[1],,
10352,Simplifying Square Roots,13,body2MathjaxBlank,3460,9,8,1,2,"[""3"",""3""]",2,"[""9"",""3*3""]",1,"[""9"",""5""]"
10352,Simplifying Square Roots,13,body30MultiAnswerProblem,7388,41,0,59,27,[2],14,[0],,
10352,Simplifying Square Roots,13,body3ShortAnswerProblem,13440,70,0,0,4,"""3""",3,"""6""",3,"""9"""
10352,Simplifying Square Roots,13,body3ShortAnswerProblemtrigger1MultiAnswerProblem,3300,100,0,0,61,[1],39,[0],,
10352,Simplifying Square Roots,13,body4ShortAnswerProblem,8268,31,11,0,7,"""3""",6,"""2""",4,"""6"""
10352,Simplifying Square Roots,13,body5MathjaxBlank,4968,8,4,0,3,"[""3""]",2,"[""9""]",1,"[""1""]"
10352,Simplifying Square Roots,13,body6MultiAnswerProblem,5404,11,0,0,7,[2],4,[0],,
10352,Simplifying Square Roots,13,body7ShortAnswerProblem,18792,61,24,0,14,"""3""",3,"""6""",2,"""18"""
10352,Simplifying Square Roots,13,body7ShortAnswerProblemtrigger1MultiAnswerProblem,4300,100,0,0,56,[0],44,[1],,
10352,Simplifying Square Roots,13,body8ShortAnswerProblem,19260,45,21,0,1,"""100""",1,"""7""",1,"""26"""
10352,Simplifying Square Roots,13,body9body0MathjaxBlank,3872,27,23,1,17,"[""100"",""100"",""100""]",3,"[""10"",""100"",""100""]",3,"[""10"",""100"",""10""]"
10360,Average As Balancing,22,body10MathjaxBlank,13348,47,0,0,9,"[""8""]",4,"[""18""]",4,"[""21""]"
